English,Japanese
DEPTH,"〈U〉〈C〉《通例単数形で》『深さ』;奥行き / 〈U〉(知識・知性などの)『深遠さ』,深さ / 〈U〉(声・音などの調子の)『低さ』;(色の)濃さ / 〈C〉《複数形で》『奥まった場所』,奥地 / 〈C〉深い所,深み / 〈U〉〈C〉《時に複数形で》最中"
DERBY,"〈C〉《米》山高帽(《英》bowler) / 《D-》ダービー競馬(英国ロンドン近郊Epsom Downsで毎年6月第1水曜日に行われる);大競馬,(特に米国の)ケンタッキー競馬 / 〈C〉(一般に)公開競技 / 《米》=bowler"
DERMA,"真皮(true skin),皮膚"
DETER,〈恐怖・不安などが〉〈人〉をちゅうちょさせる;(…することを)〈人〉に思い留まらせる《+『名』+『from』 do『ing』》
DEUCE,"〈C〉(カードの)2の札,(さいの)2の目(2点) / 〈U〉(テニスで)ジュース / 悪運;厄介,災厄;悪魔(devil) / 《古》《俗》《遠回しに》(1)=devil{名}5(1) / 《強い否定》なったく(…でない) / 《肯定文で》ちくしょう"
DEVIL,"『悪魔』,悪鬼;《the D-》魔王(Satan) / (悪魔のような)悪人,人非人;(…の)鬼,(悪徳の)権化(ごんげ)《+『of』+『名』》 / 精力家,腕のたっしゃな人 / やつ(fellow),男 / 《俗》《強意語として》 / 《疑問詞の後で》いったいぜんたい / 《強い否定》ぜったい…でない / (また『printer's devil』)印刷屋の使い走り,または見習いの少年 / 《米話》…をいじめる,悩ませる / …を辛く料理する"
DHOLE,ドール犬(どうもうな野生のインド犬) アオオオカミ
DHOTI,ドーティ(インドの男子が着用する腰布)
DIARY,"『日記』,日記帳,日誌"
DICEY,"危険な,いちかばちかの"
DICKY,{形}調子が悪い / 壊れかけの / 体調が優れない《英略式》 / 〈C〉胸当てシャツ / 小型の補助座席
DICTA,dictumの複数形
DIDST,doの二人称・単数・過去形
DIGIT,(手足の)指 / アラビア数字(0から9までの一つ;0を除くこともある)
DILLY,〈C〉すばらしいもの / とびきりの人・物《略式・米》
DINAR,ディナール(ユーゴスラビア・イスラム教諸国の貨幣)
DINER,"食事をする人,正餐(せいさん)客 / 《米》=dining car / (食堂車を固定し,あるいはこれに似せた)簡易食堂"
DINGO,ディンゴ(オオカミに似た野犬;オーストラリア産)
DINGY,"黒ずんだ,くすんだ,薄汚い,陰気な"
DINKY,"《米話》取るに足りない / 《英話》こぎれいな,かわいい"
DIODE,"ダイオード(整流器として使われる二極真空管,または半導体)"
DIPPY,"気がふれた,ばかげた"
DIRGE,"哀歌(elegy),葬送歌"
DIRTY,"『汚い』,汚れた,不潔な;泥だらけの,泥んこの / 『不正な』,卑劣な,下劣な / 『下品な』,卑わいな,わいせつな / 《話》(天気が)荒れ模様の(stormy) / (原子兵器が)汚れた,放射性降下物の多い,放射能の多い / …を『汚す』;〈名誉・名声など〉を汚す,傷つける / 汚れる"
DISCO,discotheque
DISHY,(女が)性的魅力のある
DITCH,"(地面に掘った)『溝』,堀,潅漑(かんがい)用水路,排水溝 / …に溝を掘る,溝を巡らせる / 〈車など〉を溝へ落とす;〈列車〉を脱線させる / 〈飛行機〉を水上に不時着させる / 《俗》…を突然に捨てる(見捨てる) / 水上に不時着する"
DITTO,"同上,同前(語の繰り返しを避けて計算書・一覧表などに用いる符号;《略》『do』;記号(″)) / 《話》同じ事(物)"
DITTY,小歌曲
DIVAN,(壁に沿って置くひじかけや背もたれのない)長いす;寝いす
DIVER,"水に飛び込む人 / 『海女』(あま),『潜水夫』;ダイビング競技の選手 / 水に潜る鳥(loon, grebeなど)"
DIVOT,(ゴルフクラブでそぎ取られた)芝生の小さな塊
DIVVY,"…を分ける,分配する《+『up』+『名,』+『名』+『up』》 / (特に生活協同組合の)配当金,分配"
DIZZY,"(人が)めまいがする,ふらふらする / 《名詞の前にのみ用いて》(場所・状況などが)めまいを起こさせる,目をくらませるような / 《補語にのみ用いて》(…で)浮き浮きした《+with+名》 / 愚かな,ばかな / …にめまいを起こさせる,をふらつかせる / …をまごつかせる,の心を混乱させる"
DJINN,=genie
DODGE,"すばやく身をかわす,さっと動く / …をすばやく身をかわして避ける / 《話》〈義務・責任など〉からうまく逃れる;〈質問など〉を巧みにはぐらかす / すばやく避ける(身をかわす)こと / 《話》(逃れたりはぐらかすための)妙計,策略"
DODGY,{形}怪しい / 信用できない / 危なっかしい《英略式》
DOGGO,"じっとして,隠れて"
DOGIE,(牛の群れの中の)母なし子牛
DOGMA,"〈C〉〈U〉(教会などの)『教義』,教理,信条 / 〈C〉独断的な説(主張)"
DOILY,ドイリー(テーブルの装飾や保護のため花びん・皿などの下に敷く小さな下敷き)
DOLLY,《小児語》お人形ちゃん / (重い物を運ぶ小車輪つきの低い)手押し車;(映画・テレビの)移動式カメラ台 / =dolly bird
DOMED,"ドーム形の,丸天井の"
DONNA,"《Donna》ドンナ(Lady, Madamに当たるイタリア語;既婚婦人の洗礼名の前につける敬称) / イタリアの貴婦人"
DONOR,"寄付者,寄贈者 / (移植用の組織・器官の)提供者,献血者"
DONUT,=doughnut
DOTTY,"気がふれている,愚かな"
DOUBT,"『疑い』,疑惑;疑わしさ,疑問 / を『疑う』,疑問に思う"
DOUGH,"練り粉,こね粉,生パン / 《おもに米俗》金銭,ぜに"
DOUSE,…を水中に突っ込む;…をずぶぬれにする / 《話》〈火・燈火〉を消す
DOWDY,(おもに女性の外見・服装が)だらしない / (おもに女性の服が)やぼったい
DOWEL,"合わせくぎ,目くぎ,だぼ"
DOWER,"寡婦(かふ)産(亡夫の遺産のうち未亡人が受ける部分) / 生まれつきの資質,天賦の才 / =dowry / …に寡婦産を与える / (才能・資質などを)…に与える,賦与する(endow)"
DOWNY,綿毛(うぶ毛)のような;綿毛でおおわれた
DOWRY,(花嫁の)持参金
DOWSE,=douse
DOYEN,"(団体などの)古参者,長老,大御所"
DOZEN,"『ダース』,12個の組(《略》『doz.,dz.』)"
DRABS,=dribs
DRAIN,"(液体を)…から『排出する』《+『名』+『of』+『名』》;(…から)〈液体〉を『排出する』《+『名』+『from』+『名』》 / …を消耗させる,枯渇させる;(…を)〈人〉から消耗させる《+『名』+『of』+『名』》 / 〈酒など〉を飲み干す,空にする / 〈土地〉を干上がらせる / 〈土地などが〉水はけがよい;(液体を)排出する《+『of』+『名』》 / 〈水・液体などが〉徐々に流れ去る / 〈C〉『排水設備』,排水路 / 〈C〉(…を)消耗(枯渇)させるもの《+『on』+『名』》 / 〈U〉《時にa~》(富・力などの)消耗,枯渇"
DRAKE,雄ガモ
DRAMA,"〈C〉『戯曲』,劇文学;脚本 / 〈U〉《しばしばthe~》『演劇』,劇,芝居 / 〈C〉〈U〉劇的事件"
DRANK,"drinkの過去,《時に米》過去分詞"
DRAPE,"…を掛け布でおおう;(垂れ布などで)…を飾る《+『名』+『with』(『in』)+『名』》 / …をぞんざいに置く,だらりと下げる / 〈布・服など〉にゆるい優美なひだをつける / 〈掛け布などが〉優美なひだになって垂れ下がる / 〈C〉《通例複数形で》掛け布,垂れ布;《米》特に左右に開閉する1対の長いカーテン / 〈U〉《またa~》(布などの)たれぐあい"
DRAWL,(特に母音を引き伸ばして)ゆっくり話す / …をゆっくり話す / (母音を引き伸ばした)ゆっくりした話し振り
DRAWN,"drawの過去分詞 / 緊張した,こわばった / (鳥などの)はらわたを抜いた / (剣などが)さやから抜かれた,抜き身の / (勝負が)引き分けの"
DREAD,"…を『非常にこわがる』(『心配する,いやがる』) / (何か起こりそうなものに対する)『恐れ』,心配,不安 / 非常に恐ろしい / おそれ多い"
DREAM,"『夢』 / 『白昼夢』,幻想(daydream) / 抱負,強い希望,夢 / 《話》夢のように美しいもの,魅力のあるもの / 『夢を見る』 / (…を)『夢想する』,思い描く《+『of』(『about』)+『名』(do『ing』)》 / …を『夢に見る』,《a+形容詞+dreamを目的語にして》〈…の夢〉を見る / 《『dream』+『that節』》…と『思う』,想像する / 〈時〉をうかうかと過ごす《+『away』+『名』》"
DREAR,=dreary
DREGS,"(飲み物の)かす,おり / 最もつまらないもの"
DRESS,"…に『服を着せる』,を装う / …を飾る,飾り付ける / 〈髪〉を整える,手入れする;〈動物の毛〉をすく / (市場用・食卓用に)〈肉・鳥〉を整える,下ごしらえする(prepare) / (ドレッシングなどをかけて)〈サラダ〉を仕上げる / 〈傷口など〉の手当をする / 〈土地〉の手入れをする / 〈織物・石材など〉に仕上げをする / 〈兵隊などの列〉をまっすぐにする / 『服を着る』,服を着ている / 正装する,晴れ着を着る / (兵隊などが)整列する / 〈U〉『衣服』,着物,服装 / 〈U〉《複合語を作って》礼服 / 〈C〉(ワンピースの)『婦人服』,『子供服』 / 〈U〉装い,外観(appearance) / 婦人服(用)の / (衣服が)正式の,礼服の"
DRIBS,"少量,ほんの少し"
DRIED,dryの過去・過去分詞 / 乾燥した
DRIER,dryの比較級
DRIFT,"〈U〉『漂流』,流されること / 〈U〉(海流・風などの)流れ,流れの方向(速度) / 〈C〉(雪・砂などの)吹きだまり,漂流物《+『of』+『名』》 / 〈U〉〈C〉大勢,風潮,傾向 / 〈U〉《時にa~》主意,主旨 / (水・風に)『流される』,漂う,漂流する / あてもなくさまよう / 〈雪・砂などが〉吹き積もる,吹きだまりになる / 〈砂・雪など〉を吹き寄せる;〈場所〉を吹きだまりにする"
DRILL,"〈C〉『きり』,『ドリル』,穴あけ機 / 〈U〉練兵,教練 / 〈U〉〈C〉『反復練習』,(系統的な)けいこ / 〈U〉〈C〉(事態に処するための)訓練 / 〈穴〉を『あける』;…に穴をあける / (…を)〈人〉に『繰り返し教え込む』《+『名』〈人〉+『in』+『名』》;(人に)〈物事〉を厳しく訓練して教え込む《+『名』+『into』+『名』〈人〉》 / 〈兵士〉を教練する / 《米俗》〈人〉を撃ち抜く / (きりなどで)貫く,穴をあける / (軍事などの)訓練を受ける,練習する / (種をまくための)小みぞ / 種まき機 / (筋まきした)種の列 / 〈種〉を筋まきする,〈苗〉を筋植えする / 雲斎(うんさい)織り(太あや織りの綿布または亜麻布)"
DRILY,=dryly
DRINK,"〈飲み物〉を『飲む』 / 〈植物・地面・物が〉〈水分など〉を吸収する;〈人が〉〈空気〉を深く吸う / 〈カップ・グラスなど容器の中身〉を飲む,飲み干す / 《副詞[句]を伴って》〈金・時間など〉を酒で飲みつぶす / (…のために)…に祝杯を上げる,…を祈って乾杯する《+『名』+『to』+『名』》 / (飲み物を)『飲む』 / (習慣で,また過度に)酒を飲む / (…のために祈って)乾杯する《+『to』+『名』》 / 〈U〉〈C〉『飲み物』,飲料 / 〈U〉『酒』;飲酒 / 〈C〉(飲み物の)ひと飲み,1杯"
DRIVE,"(…から…へ)〈動物・敵など〉を『追い立てる』,追い払う,追い出す《+『名』+『away』(『out』)『from』+『名』+『to』+『名』》 / (…から)…を押しやる,押し流す《+『名』+『off』(『out of』)+『名』》 / 〈人〉を駆り立てる(force) / 〈車・馬車〉を『運転する』,操縦する;〈馬〉を御する / 《副詞[句]を伴って》(ある場所へ)〈人〉を車(馬車)で運ぶ(送る) / (…に)〈くい・くぎ・ねじなど〉を打ち込む,差し込む《+『名』+『in』(『into, through』)+『名』》 / 〈人〉を酷使する / 〈商売・取引など〉を活発に行う,強力に進める / (…に)〈トンネルなど〉を掘る,通す《+『名』+『through』+『名』》 / 〈動力が〉〈機械など〉を運転する,動かす / 『車を運転する』 / 《副詞[句]を伴って》車で行く,ドライブする / 〈車・船などが〉(…に)突進する;〈雨・風が〉(…に)激しく吹きつける《+『against』(『into』)+『名』》 / 〈C〉(馬車・自動車などに)乗って行くこと,遠乗り,『ドライブ』 / 〈U〉(馬車・自動車で行く)道のり,行程 / 〈C〉(特に邸内・公園内の)車道 / 〈U〉〈C〉(自動車などの)駆動装置 / 〈C〉(目的達成のための)組織的活動,運動 / 〈U〉元気,迫力,精力 / 〈U〉突進;(軍隊の)猛攻撃 / 〈C〉(心理的な)動因,本能的要求 / 〈U〉〈C〉(ゴルフ・テニスなどの)強打 / 〈C〉(家畜などを)追い立てること"
DROLL,"ひょうきんな,おどけた,こっけいな"
